run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,dmc_freq,over_voltage,policy6_freq_min,Config_Name,emc_max_freq,cpu_freq,Governor,cores_online,governor,dmc_governor,over_voltage_min,gpu_freq_min,gpu_governor,cpu_freq_min,arm_freq_min,cpu_freq_max,policy4_freq_min,policy6_freq,dmc_freq_max,arm_freq,core_freq,core_freq_min,policy0_freq,policy4_freq_max,policy0_freq_min,TestName,cpu_governor,v3d_freq_min,policy0_freq_max,Config_ID,Device,gpu_freq_max,gpu_freq,dmc_freq_min,policy6_freq_max,policy4_freq,v3d_freq,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq1900\run2,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,1900,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,65131.134109,16.411003,16.411423,3.5,9.0
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq1900\run3,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,1900,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,65832.618461,16.439178,16.439753,3.4466666666666668,8.930769230769231
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq1900\run4,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,1900,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,65582.548127,16.471952,16.47233,3.466666666666667,8.96923076923077
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq1900\run5,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,1900,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,66816.294719,16.467334,16.467927,3.44,9.038461538461538
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq1900\run6,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,1900,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,65805.071071,16.45282,16.453304,3.433333333333333,9.0
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2000\run1,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2000,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,68754.753793,16.969746,16.970197,3.453333333333333,8.984615384615385
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2000\run2,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2000,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,68362.800033,16.944035,16.944631,3.493333333333333,9.046153846153846
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2000\run3,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2000,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,67531.788145,16.96073,16.96133,3.5,9.069230769230769
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2000\run4,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2000,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,67501.805978,16.966608,16.96698,3.5,9.061538461538461
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2000\run5,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2000,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,65447.999757,16.996018,16.996434,3.453333333333333,9.1
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2000\run6,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2000,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,67465.885608,16.951065,16.951183,3.466666666666667,9.023076923076923
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2100\run1,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2100,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,65926.583627,16.666126,16.666524,3.413333333333333,9.161538461538461
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2100\run2,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2100,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,67748.573441,16.698561,16.699078,3.466666666666667,9.1
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2100\run3,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2100,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,69477.991884,16.680262,16.68075,3.493333333333333,9.246153846153847
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2100\run4,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2100,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,66491.766997,16.624978,16.625261,3.48,9.2
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2100\run5,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2100,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,63508.516092,16.665908,16.666504,3.4733333333333336,9.153846153846153
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2100\run6,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2100,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,66557.482794,16.688117,16.68862,3.4266666666666667,9.176923076923076
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2200\run1,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2200,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,72115.389772,16.46474,16.465073,3.3866666666666663,9.3
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2200\run2,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2200,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,68929.108773,16.470452,16.470961,3.46,9.246153846153847
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2200\run3,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2200,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,67883.43357,16.44177,16.442217,3.453333333333333,9.330769230769231
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2200\run4,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2200,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,65973.308942,16.496272,16.496921,3.4733333333333336,9.3
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2200\run5,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2200,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,66715.831423,16.480757,16.481373,3.466666666666667,9.346153846153847
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2200\run6,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2200,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,64863.125553,16.473441,16.47377,3.4733333333333336,9.292307692307693
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2300\run1,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2300,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,43607.99403,15.61612,15.616597,3.3666666666666667,9.5
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2300\run2,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2300,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,67743.042163,16.022003,16.022389,3.4466666666666668,9.684615384615384
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2300\run3,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2300,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,68916.690921,16.346501,16.346759,3.42,9.6
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2300\run4,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2300,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,67064.570571,16.313816,16.314331,3.48,9.615384615384615
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2300\run5,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2300,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,43661.750993,15.860952,15.861371,3.5,9.723076923076922
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2300\run6,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2300,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,70124.575903,16.293544,16.293859,3.46,9.576923076923077
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2400\run1,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2400,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,67229.039719,15.528108,15.528427,3.433333333333333,9.591666666666667
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2400\run2,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2400,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,43533.275085,15.442971,15.443465,3.3866666666666663,9.623076923076923
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2400\run3,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2400,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,43602.357196,15.499852,15.500153,3.413333333333333,9.584615384615384
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2400\run4,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2400,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,43501.082345,15.521669,15.521955,3.4,9.5
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2400\run5,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2400,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,74122.43427,16.015407,16.015775,3.4466666666666668,9.546153846153846
bench_logs\2026-06-17\SPMV-OpenMP-PI\arm_freq2400\run6,OpenMP,RaspberryPiComputeModule5,SPMV,4,,,,,,,0,0,0,0,0,0,performance,0,0,0,0,0,0,0,0,0,0,0,0,2400,910,910,0,0,0,SPMV-OpenMP-PI,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,500,,73374.473401,16.206435,16.206595,3.3666666666666667,9.607692307692307
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min500\run1,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,2237.356196,44747.151992,,,3.323333333333333,3.622448979591837
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min500\run2,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,2241.65972,44833.223992,,,3.211666666666667,3.606122448979592
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min500\run3,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,500,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,2241.545906,44830.945584,,,3.8033333333333332,3.589795918367347
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min550\run1,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,550,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,2068.016208,41360.354957,,,3.73,3.6
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min550\run2,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,550,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,2068.011864,41360.263346,,,3.7816666666666667,3.6
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min550\run3,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,550,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,2070.647875,41412.984605,,,3.158333333333333,3.6232558139534885
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min600\run1,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,600,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1934.584642,38691.717476,,,3.18,3.63953488372093
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min600\run2,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,600,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1936.788425,38735.794477,,,3.761666666666667,3.6069767441860465
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min600\run3,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,600,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1931.808827,38636.203347,,,3.7700000000000005,3.62093023255814
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min650\run1,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,650,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1814.868433,36297.3972,,,3.2,3.656756756756757
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min650\run2,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,650,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1818.328771,36366.603386,,,3.765,3.6486486486486487
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min650\run3,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,650,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1820.935221,36418.732015,,,3.18,3.6702702702702705
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min700\run1,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,700,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1716.44032,34328.834794,,,3.2066666666666666,3.7351351351351347
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min700\run2,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,700,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1719.464465,34389.317183,,,3.808333333333333,3.6972972972972977
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min700\run3,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,700,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1720.009926,34400.227184,,,3.2066666666666666,3.7567567567567566
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min750\run1,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1631.82865,32636.599221,,,3.3466666666666662,3.8135135135135134
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min750\run2,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1638.092026,32761.86774,,,3.841666666666667,3.7756756756756755
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min750\run3,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,750,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1639.341751,32786.861981,,,3.8916666666666666,3.810810810810811
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min800\run1,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1558.857148,31177.172796,,,3.9233333333333333,3.9054054054054053
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min800\run2,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1564.511099,31290.25037,,,3.978333333333333,3.9054054054054053
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min800\run3,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,800,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1560.289218,31205.810982,,,3.915,3.935483870967742
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min850\run1,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1496.259586,29925.21826,,,3.5766666666666667,4.1
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min850\run2,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1498.364959,29967.325353,,,3.6033333333333335,4.096774193548387
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min850\run3,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,850,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1495.21907,29904.410168,,,3.591666666666667,4.109677419354838
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min900\run1,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1443.119758,28862.425335,,,3.62,4.203225806451614
bench_logs\overlap_add_one-shot_tests\2026-03-12\clvk_v3d_freq_powersave\clvk_arm_freq_powersave_arm_freq_min1200_core_freq_min500_v3d_freq_min900\run2,clvk,RaspberryPiComputeModule5,,,,,clola,,,1,0,0,0,0,0,0,powersave,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,500,0,0,0,clvk_arm_freq_powersave,0,900,0,0,RaspberryPiComputeModule5,0,0,0,0,0,0,1439.694236,28793.913668,,,4.065,4.193548387096774
